Course ID,Course Subject,Course Number,Course Name,Career,Course Description
040014,ADIP,585,Integrative Internship I,GRAD,"This course is associated with, and normally represents, a prerequisite for Integrative Internship II. Integrative Internship I is designed to allow students to build on their acquired knowledge,skills, values and attitudes through interaction with a chosen education environment. The first Internship requires students to select, contact and establish a working relation with an organization which offers educational activities to adults in their community. A supervised Special Project for an adult education provider is initiated. At this stage, the emphasis is on observation and information gathering, in preparation for taking on a more active role in Integrative Internship II."
040015,ADIP,586,Integrative Internship II,GRAD,"This internship is designed to extend the student?s personal aims and philosophy of adult education arrived at in Integrative Internship I by completing a supervised Special Project in an approved adult education facility, where supervision is provided by a member of a host institution in consultation with the professor."
046451,ADIP,589,ADVANCED TOPICS IN ADED,GRAD,Please see GRAD Calendar
000360,ADMI,201,Introduction to Administration (Administered by the Finance Department),UGRD,"This course is intended to develop a basic understanding of the role of administration in our society. The course includes a survey of different forms of organizations, their social and legal responsibilities, and how they function to achieve their goals."
000361,ADMI,202,Perspective on Canadian Business (Administered by the Finance Department),UGRD,"This course is designed to review the historical development of business in Canada and to examine the relationships between the firm (management) and the owners, the employees, the customers, the government, and the community. Further, it studies some of the problems facing Canadian business today: the dehumanizing aspect, pollution problems, large vs. small firms, foreign ownership, and competition."
000384,ADMI,543,SPECIAL TOPICS-INSTIT ADMIN,GRAD,Please see GRAD Calendar
000409,ADMI,810,ORGANIZATIONAL BEHAVIOUR,GRAD,Please see GRAD Calendar
000428,ADMI,811,ORGANIZATIONAL BEHAVIOUR,GRAD,Please see GRAD Calendar
000448,ADMI,820,DESC & M.I.S.,GRAD,Please see GRAD Calendar
000505,ADMI,830,MARKETING,GRAD,Please see GRAD Calendar
000522,ADMI,831,MARKETING,GRAD,Please see GRAD Calendar
000537,ADMI,831R,MARKETING MEAN'G/MANAGEMNT/BRANDS,GRAD,Please see GRAD Calendar
000547,ADMI,840,FINANCE,GRAD,Please see GRAD Calendar
000586,ADMI,850,BUSINESS POLICY & STRATEGY,GRAD,Please see GRAD Calendar
000605,ADMI,851,BUSINESS POLICY & STRATEGY,GRAD,Please see GRAD Calendar
000627,ADMI,852,BUSINESS POLICY/STRATEGY,GRAD,Please see GRAD Calendar
000649,ADMI,853,BUSINESS POLICY AND STRATEGY,GRAD,Please see GRAD Calendar
000650,ADMI,860,ACCOUNTANCY & CONTROL,GRAD,Please see GRAD Calendar
000676,ADMI,870,RESEARCH METHODOLOGY IN MANA,GRAD,Please see GRAD Calendar
000677,ADMI,880,PEDAGOGICAL METHODS,GRAD,Please see GRAD Calendar
000679,ADMI,889,COMPREHENSIVE EXAMINATIONS,GRAD,Phase II (Elective Courses) Minimum of 4 courses (12 credits) in the area of specialization plus 1 additional course (3 credits)Elective courses offered in the following disciplines vary in content from term to term and from year to year. All seminars are 3 credits.
000680,ADMI,890,THESIS,GRAD,Please see GRAD Calendar
046452,ADMI,800,BUSINESS ECONOMICS,GRAD,Please see GRAD Calendar
046453,ADMI,821,DESC & M.I.S.,GRAD,Please see GRAD Calendar
046454,ADMI,822,DESC & M.I.S.,GRAD,Please see GRAD Calendar
046455,ADMI,832,MARKETING,GRAD,Please see GRAD Calendar
046456,ADMI,841,FINANCE,GRAD,Please see GRAD Calendar
046457,ADMI,861,ACCOUNTANCY & CONTROL,GRAD,Please see GRAD Calendar
048415,ADMI,855,BUSINESS POLICY/STRATEGY,GRAD,Please see Graduate Calendar
048416,ADMI,856,BUSINESS POLICY/STRATEGY,GRAD,Please see Graduate Calendar
048417,ADMI,812,ORGANIZATIONAL BEHAVIOUR,GRAD,Please see Graduate Calendar
048418,ADMI,813,ORGANIZATIONAL BEHAVIOUR,GRAD,Please see Graduate Calendar
048419,ADMI,815,ORGANIZATIONAL BEHAVIOUR,GRAD,Please see Graduate Calendar
048909,ADMI,814,ORGANIZATIONAL BEHAVIOUR,GRAD,Please see Graduate Calendar
048910,ADMI,812,ORGANIZATIONAL BEHAVIOUR,GRAD,Please see Graduate Calendar
048911,ADMI,858,BUSINESS POLICY AND STRATEGY,GRAD,Please see Graduate Calendar
000705,AERO,417,STNDRDS/REGUL N/CERTIF N,UGRD,"Prerequisite: ENGR 201. Overview of DoT and other international aviation standards (e.g. FAA), regulations and certification procedures; regulatory areas, namely, pilot training/testing, air traffic procedures, aircraft systems design and airworthiness; development process for new regulations and criteria for certification. Lectures: three hours per week."
000706,AERO,431,PRINCIPLES OF AEROELASTICITY,UGRD,"Prerequisite: ENGR 243, 311. Aerodynamic loading of elastic airfoils. Phenomenon of divergence. Effect of flexible control surface on divergence of main structure. Divergence of one- and two-dimensional wing models. Phenomenon of flutter. Flutter of two- and three-dimensional wings. Flutter prevention and control. Panel flutter in high speed vehicles, flutter of turbomachine bladings, galloping vortex-induced oscillations, bridge buffeting. Lectures: three hours per week."
000707,AERO,462,TURBOMACHINERY+PROPULSION,UGRD,"Prerequisite: MECH 351, 361. Aircraft design process, preliminary sizing and thrust requirements. Rotary and fixed wing aerodynamics and stability. Helicopter configurations. Structure and fatigue design considerations. Review of the gas turbine cycle and components arrangement. Turbo-propulsion: turboprop, turbofan, turbojet and turboshafts. Energy transfer in turbo­machines: Euler equation, velocity triangles. Dimensional analysis of turbomachines. Flow in turbomachines. Three-dimensional flow in turbomachines. Mechanisms of losses in turbo­machines. Axial-flow turbines and compressors. Centrifugal compressors. Compressor and turbine performance maps; surge and stall. Lectures: three hours per week. Tutorial: one hour per week."
000708,AERO,464,AERODYNAMICS,UGRD,"Prerequisite: MECH 361. Flow conservation equations, incompressible Navier-Stokes equations, inviscid irrotational and rotational flows: the Euler equations, the potential and stream function equations. Dynamics of an incompressible inviscid flow field: the Kelvin, Stokes, and Helmholtz theorems. Elementary flows and their superposition, panel method for non-lifting bodies. Airfoil and wing characteristics, aerodynamic forces and moments coefficients. Incompressible flows around thin airfoils, Biot-Savart law, vortex sheets. Incompressible flow around thick airfoils, the panel method for lifting bodies. Incompressible flow around wings, Prandtl’s lifting line theory, induced angle and down-wash, unswept wings, swept wings. Compressible subsonic flow: linearized theory, Prandlt-Glauert equation and other compressibility correction rules, the area rule. Transonic flow: Von Karman’s ransonic small disturbance equation, transonic full potential equation, super-critical airfoils. Lectures: three hours per week. Tutorial: one hour per week."
